username,language
User:Seagull123,"['de-1', 'fr-2']"
User:Fundriver,"['de-4', 'en-3', 'fr-1']"
User:Marko Sarajevo,"['mk-2', 'ru-2', 'es-3', 'en-5']"
User:AMPERIO,"['fr-3', 'en-4']"
User:Mcrass,"['de-5', 'en-2']"
User:Jean Eti,"['fr-3', 'en-3', 'la-1']"
User:Dig deeper,"['fr-2', 'en-5']"
User:Yasamin77,['en-4']
User:Л.П. Джепко,['en-4']
User:AndrewTheLott,"['nl-4', 'fr-3']"
User:Diego Moya,['en-3']
User:I JethroBT,['ja-2']
User:Fjmustak,"['es-1', 'he-1', 'fr-2']"
User:Timpo,['es-1']
User:LeFaune,"['ca-1', 'en-4', 'de-2', 'es-0']"
User:Natalie.Desautels,"['de-1', 'es-3']"
User:丘明利,"['ms-4', 'id-3', 'eo-2', 'en-3', 'ta-1', 'mg-3', 'th-1', 'ar-1', 'haw-1', 'hak-1', 'ja-1', 'zh-5', 'sg-3', 'af-1']"
User:Guillermo2149,"['it-2', 'zh-1', 'pt-4', 'en-5']"
User:Gamaliel,['es-2']
User:XPanettaa,"['de-1', 'fr-1']"
User:Kiteinthewind,"['fr-2', 'es-3']"
User:Gerardo Noriega,"['it-2', 'fr-2', 'en-3']"
User:FactualCollector7d1,['fr-1']
User:Zak-mieleur,"['arz-2', 'es-1', 'en-3']"
User:Justinrleung,['ang-3']
User:Sjomadhr,"['en-4', 'de-2']"
User:MartinZ,['en-4']
User:Omert33,"['it-1', 'es-1', 'fr-3']"
User:IBayern,"['en-3', 'sco-2', 'es-0', 'ja-1', 'fr-0', 'de-1', 'ru-0', 'pl-0', 'ko-0']"
User:Simartampua,"['en-2', 'ms-2']"
User:Phokhamvone,"['th-3', 'en-2', 'de-1']"
User:The Stray Dog,"['glk-4', 'en-4', 'mzn-4', 'arz-1', 'ku-1', 'he-3', 'tg-4']"
User:Fluffernutter,"['it-1', 'es-2']"
User:Miyika,"['ar-2', 'ja-3']"
User:ツバル,['en-1']
User:Enzomartinelli,['als-3']
User:Kashmiri,['en-4']
User:Zsoozsy,"['fr-3', 'en-4', 'he-3']"
User:Alexgrim,"['en-4', 'es-2', 'ht-3']"
User:TadejM,"['fr-3', 'de-3', 'en-4', 'it-1']"
User:Rlandmann,"['it-1', 'fr-1']"
User:Shyamal,['en-5']
User:Nsaa,"['en-2', 'da-2', 'sv-1', 'de-1']"
User:Aboluay,"['ar-2', 'en-3']"
User:Greyshark09,"['ar-3', 'en-4']"
User:Sturm,"['en-2', 'es-1', 'it-1']"
User:Mr. Stradivarius,['ja-4']
User:TimeForLunch,['it-3']
User:Popo le Chien,"['en-4', 'zh-1', 'de-2', 'es-3', 'it-1']"
User:David Xuang,['en-3']
User:Iranianson,"['ar-1', 'en-3', 'fr-1', 'az-2']"
User:Champion,['zh-2']
User:Keizers,"['it-2', 'nl-4', 'el-1', 'fr-3', 'es-4', 'en-5', 'pt-2', 'de-3', 'ro-1', 'ru-2']"
User:Azael Hernández,['en-2']
User:Frank R 1981,['en-4']
User:AlexTref871,['en-3']
User:Mazzz01,['fr-1']
User:D. Benjamin Miller,"['fr-3', 'la-2']"
User:United Union,"['de-5', 'hr-5', 'en-5']"
User:Mz7,['de-2']
User:Renamed user awfwvowjvwrvnwio,['en-5']
User:Rystheguy,"['ko-1', 'fr-2']"
User:Loiseaulybre,['en-3']
User:Info2Learn,['es-2']
User:Ibrahim.ID,"['en-3', 'fr-1']"
User:OriginalOldMan,"['fr-4', 'ru-1']"
User:FæɹHaad,"['fa-5', 'ar-2', 'en-2']"
User:Ww2censor,"['de-1', 'fr-1']"
User:Sasuke Sarutobi,"['it-1', 'de-2', 'fr-1']"
User:Sekicho,"['es-1', 'zh-1', 'ja-3']"
User:Ce Ele 415,['en-3']
User:Naval Scene,"['en-4', 'jv-3', 'ms-3', 'su-2', 'ace-1']"
User:Uksharma3,['en-3']
User:Lillingen,"['en-3', 'da-3', 'nn-3', 'de-1', 'sv-2']"
User:Tylusine,['en-5']
User:Effeietsanders,['en-3']
User:YanikB,"['de-1', 'es-2', 'en-3']"
User:Gdominik100,"['ru-1', 'en-3', 'es-1', 'mn-0', 'eo-0', 'ko-0']"
User:Darylgolden,['zh-2']
User:CherryPie94,['en-4']
User:Nicolas Perrault III,"['en-4', 'ru-1', 'no-2', 'es-3', 'it-1', 'de-3']"
User:Brackenheim,"['en-1', 'la-1']"
User:Marcetw,"['en-2', 'es-3']"
User:أنور,"['en-3', 'ar-5']"
User:Sjö,"['no-2', 'de-1', 'da-2', 'en-4']"
User:Che12Guevara,"['en-4', 'hi-1']"
User:Andsam,"['de-1', 'sv-3', 'en-4']"
User:Mr.Liam.Darcy,"['de-3', 'fr-1']"
User:Gibbja,['fr-2']
User:Danny-w,"['en-3', 'fr-1', 'it-1', 'es-1', 'de-1']"
User:YuriGagrin12,"['eo-2', 'it-3']"
User:Tomer T,['en-4']
User:PaterMcFly,"['en-4', 'fr-2']"
User:Braindot4,"['fr-2', 'en-5']"
User:Gnoeee,['en-2']
User:Nick Rokk 96,['en-3']
User:Willuconquer,['sco-0']
User:Hylblog,"['zh-4', 'en-2', 'ja-0']"
User:Kaliforniyka,"['fr-4', 'ru-3', 'bg-3']"
User:Bdonan,['de-2']
User:Debashish,"['en-3', 'hi-3']"
User:Jose Mathew C,['ta-1']
User:Smihael,"['de-3', 'ru-3', 'en-3']"
User:T8612,['en-4']
User:Hickland,['fr-3']
User:Flycatchr,"['es-1', 'ar-2']"
User:Gunkarta,"['en-3', 'fr-1', 'ms-3', 'jv-2', 'ja-1']"
User:MatthewS.,"['eo-1', 'ar-5', 'mt-1', 'he-1', 'fr-2', 'de-1']"
User:Mcampany,"['zh-1', 'ja-4']"
User:Shadess,['en-4']
User:Nehme1499,"['es-1', 'ar-1']"
User:Ergo Sum,"['la-3', 'es-2', 'it-1']"
User:Starblind,"['de-3', 'es-1', 'fr-1']"
User:Saung Tadashi,"['ja-1', 'en-3']"
User:Sreejithk2000,['en-2']
User:Dr-Taher,['en-4']
User:Mardetanha,"['tr-2', 'en-3', 'ar-1']"
User:TobbiM,['en-5']
User:PoliceSheep99,['es-2']
User:Amit91803,"['en-4', 'fr-1']"
User:Juxlos,['en-5']
User:GregZak,['en-3']
User:Firos ak,['en-2']
User:TMagen,['als-2']
User:TJMSmith,['es-3']
User:Yasunorihayashi,"['de-1', 'en-4']"
User:Pep-k,"['pl-1', 'es-1', 'fr-2', 'en-3']"
User:Neworsy,"['de-4', 'fr-3', 'en-3']"
User:Discoglasses,['fr-3']
User:Mattwillmarron,['fr-2']
User:Swarabakti,"['en-3', 'jv-2', 'su-1', 'es-1', 'ms-4']"
User:Vargmali,"['de-2', 'en-3']"
User:Ата,['en-3']
User:Pinecone23,['de-2']
User:Babelia,['en-2']
User:ჯეო,"['ru-1', 'en-3', 'fr-1']"
User:UserNumber,"['lo-1', 'as-4', 'ar-2', 'en-5', 'ur-3', 'fa-2', 'hi-3']"
User:Onur,['en-4']
User:Sophiajoanne,"['ko-1', 'en-3', 'zh-3']"
User:BokicaK,"['ru-1', 'en-3', 'hu-1']"
User:Ogat,['en-3']
User:Egil,"['en-3', 'sv-1', 'de-1', 'da-1', 'nn-3']"
User:RetroCraft314,['fr-2']
User:Monniasza,"['de-1', 'en-3']"
User:Teseo,"['en-1', 'fr-2', 'la-1']"
User:VulcanSphere,"['nl-3', 'en-4', 'ja-2']"
User:Mhare,"['sh-4', 'en-2']"
User:Jorge Stolfi,"['es-2', 'it-2', 'fr-1', 'en-3']"
User:Mistakefinder,['fr-3']
User:Tukulti65,['en-3']
User:Akumiszcza,['en-3']
User:Rosguill,"['tr-2', 'ca-2', 'de-3', 'ja-1', 'it-3', 'vi-1', 'he-2', 'ar-1', 'ru-2', 'fr-3', 'yi-3']"
User:Weatherextremes,['en-5']
User:Leo hk1123,['en-2']
User:Relic5064,"['en-2', 'ja-1', 'ru-1']"
User:GhanimSharifi,"['mt-4', 'ckb-3', 'it-3', 'ku-3', 'fr-5', 'fa-3']"
User:Secretaria,['en-4']
User:Piotr Bart,"['ru-2', 'en-3']"
User:Varavour,"['am-1', 'fr-2']"
User:Yihyetov,"['yi-4', 'he-1', 'uk-1', 'en-3']"
User:AtlanteanAstorian,"['pt-5', 'en-4', 'es-1']"
User:Yivan000,"['ilo-2', 'en-4', 'tl-4']"
User:Yair M,['en-3']
User:Bkissin,"['fr-3', 'he-1']"
User:Robertsky,"['ko-1', 'ja-1', 'zh-3']"
User:Hammad,"['hi-3', 'he-1', 'pnb-4']"
User:Manudouz,['en-3']
User:Peter Isotalo,"['en-4', 'nl-1', 'es-1', 'ja-1', 'ru-1', 'no-2', 'de-2', 'zh-1', 'da-2']"
User:NaidNdeso,"['nl-2', 'fr-3', 'en-3']"
User:TCY,['en-3']
User:Chaetodipus,"['es-2', 'eo-2', 'de-1']"
User:Ivan Humphrey,"['jv-2', 'ca-2', 'en-3', 'bjn-1', 'ms-3', 'fr-1', 'ace-1', 'su-1', 'min-2', 'bug-2', 'zh-2', 'sg-1', 'de-1']"
User:Ruwaym,"['en-2', 'fa-4', 'ckb-1']"
User:Sentausa,"['fr-1', 'en-3']"
User:Laketown,"['en-3', 'sv-2', 'de-1']"
User:Telikalive,['en-4']
User:Memelord0,['en-3']
User:Yakudza,"['ru-3', 'en-1']"
User:Pdekyvere,"['es-1', 'de-2', 'it-1', 'fr-3', 'en-3']"
User:Kevjassintkevin,"['de-1', 'it-1', 'en-3']"
User:PubliusJ,"['lad-2', 'fr-3', 'it-1', 'ca-2']"
User:MrInfo2012,['en-3']
User:Matbla1,"['ru-0', 'es-1', 'en-5', 'de-2', 'ja-0', 'nl-3']"
User:BobEret,"['es-2', 'de-2']"
User:Battleofalma,"['it-2', 'no-1', 'fr-3', 'da-2', 'pl-1']"
User:Cocô53,"['en-4', 'eu-1', 'eo-3', 'pt-2', 'cy-0', 'de-1']"
User:Briantin de Montrei,"['es-1', 'sco-1', 'oc-2', 'fr-2', 'it-1', 'frp-1', 'ca-1']"
User:Uffda608,"['es-2', 'da-2']"
User:Emigré55,"['en-4', 'de-4', 'ru-2']"
User:Balajijagadesh,"['te-1', 'hi-2', 'en-3']"
User:陈鱼,['en-5']
User:YTRK,['en-4']
User:Golden,"['en-5', 'ru-3', 'fr-1', 'tr-4']"
User:Anjen01,"['en-4', 'it-1', 'ja-0', 'fr-3', 'el-2']"
User:Aesuithiel,['en-5']
User:Bsskchaitanya,"['hi-5', 'ml-3', 'fr-5', 'ur-2', 'kn-3', 'sa-5', 'fi-1']"
User:Tcr25,"['es-2', 'sv-1', 'nl-1', 'ru-0', 'no-1', 'de-2', 'fr-2', 'is-0', 'da-1', 'ca-1']"
User:Ȝeſtikl,"['zh-2', 'es-1']"
User:Berke330,"['en-4', 'fr-3', 'el-1']"
User:DHN,"['en-5', 'vi-3', 'en-4']"
User:PointlessUsername,"['en-4', 'de-1']"
User:Yann,"['hi-2', 'en-4', 'gu-1']"
User:Daniel the Monk,"['la-3', 'it-2', 'pt-1', 'de-2', 'fr-3']"
User:David1907hif,['en-4']
User:Demoxica,"['fr-4', 'it-1']"
User:Docentation,"['es-1', 'la-1', 'fr-2', 'sg-2']"
User:عماد الدين المقدسي,['en-4']
User:Glomerata,['en-2']
User:Chrisrabinson,"['fa-5', 'de-2', 'la-1', 'ar-2', 'tr-1', 'tg-3']"
User:Kutay,['en-5']
User:Zio27,"['en-2', 'vec-1']"
User:Berchanhimez,['es-3']
User:Kulawik.pl,"['de-1', 'en-3']"
User:Sdkb,['en-5']
User:Robot8A,"['en-5', 'el-1', 'de-2', 'ca-2']"
User:Alicewriteswrongs,"['es-2', 'fr-3']"
User:Manchesterunited1234,"['en-2', 'es-1', 'fr-2']"
User:Colin dm,['pt-2']
User:Ahmetlii,"['az-4', 'ku-1', 'en-3']"
User:Ponor,"['en-4', 'de-2', 'it-1', 'ru-1', 'sr-3', 'bs-3']"
User:Purin128AL,"['zh-4', 'en-4']"
User:Lou Crazy,"['en-4', 'es-1', 'eo-0', 'la-1', 'fr-3']"
User:Ajeeshkumar4u,"['hi-2', 'ta-1']"
User:BunnyyHop,['ru-2']
User:Firestar464,['en-5']
User:Kevo327,"['ar-5', 'es-1', 'en-5', 'de-2', 'fr-3']"
User:Amir Ghandi,['en-5']
User:Intforce,"['fr-1', 'en-4', 'ja-1', 'zh-3']"
User:Ziad Rashad,['en-5']
User:Redtree21,"['gd-1', 'fr-3', 'de-1']"
User:Mateussf,"['pt-3', 'en-2']"
User:Armatura,"['ru-5', 'az-1', 'es-1', 'en-5', 'la-1']"
User:Leejordan9,"['la-3', 'el-1', 'en-5', 'de-2', 'it-1', 'fa-1', 'fr-3']"
User:LinguineFusilli,"['en-4', 'lv-2', 'de-2']"
User:Wiki.editAnshu,"['hi-3', 'mr-1', 'en-3']"
User:ActuallyNeverHappened02,['te-1']
User:A455bcd9,"['en-4', 'es-1', 'oc-2', 'ru-1', 'zh-2', 'tr-1', 'de-1']"
User:Fahriahmad306,"['en-1', 'su-1', 'jv-1', 'ar-1', 'ms-2']"
User:Hiwilms,"['ko-1', 'es-1']"
User:Unnamelessness,['en-3']
User:JuthaDDA,"['en-2', 'fr-1']"
User:Digiulio8,"['es-1', 'pt-2']"
User:Shahramrashidi,['en-3']
User:AbhigyaDahal,"['es-2', 'hi-4', 'en-4']"
User:Makkkkus,['en-3']
User:Kreb,"['it-2', 'nl-1', 'es-1', 'de-2', 'fr-3']"
User:SomeoneFromPL,"['cy-1', 'en-4']"
User:Germenfer,"['en-4', 'fr-2']"
User:Emplexis,"['sa-2', 'la-3', 'de-3']"
User:AndreyKva,['en-5']
User:Evan0512,"['pl-1', 'es-4', 'ja-3', 'fr-2']"
User:Chucheraya20,['en-3']
User:Pranayraj1985,['te-3']
User:Paraphernalia,"['de-1', 'it-1', 'en-3']"
User:ReyAlvarez2,['en-2']
User:Econterms,"['de-1', 'fr-2']"
User:Justiyaya,"['fr-0', 'zh-3']"
User:07,"['de-5', 'en-5', 'fr-2']"
User:AquitaneHungerForce,"['es-2', 'pt-1', 'ca-0', 'la-1', 'de-1']"
User:Cauan Vinícius,['en-4']
User:Cantsayhellotoyou,['en-4']
User:KenBailey,['fr-3']
User:Kuriosatempel,['en-3']
User:Rhodonaus,['pt-4']
User:Whopeehere,['en-2']
User:Revolution Saga,"['es-2', 'hy-5', 'ru-2']"
User:Mzajac,"['uk-2', 'fr-1']"
User:Brankom,"['en-2', 'hu-3', 'ru-1', 'cs-3']"
User:Niki 24,"['pl-2', 'en-4', 'ru-4']"
User:ThanmadGR,['en-4']
User:Kasper2006,"['es-2', 'fr-1', 'en-3']"
User:MaximusWikipedian,['en-5']
User:Daniel abdullah,"['en-4', 'ar-2']"
User:Stars&Stuff553,"['nl-2', 'la-3', 'fr-3', 'zh-1']"
User:Cal1407,"['jv-1', 'ms-3', 'zh-2', 'en-3']"
User:Tigerency25,['en-3']
User:LuisCG11,['en-3']
User:Tarawneh,['de-1']
User:Gjdhowls,"['ms-2', 'en-3']"
User:Neumannk,['nl-4']
User:3PPYB6,"['es-2', 'zh-1', 'ru-1']"
User:Skytheunicorn,"['pt-3', 'es-3', 'ar-1']"
User:Objectivesea,"['no-1', 'de-1', 'fr-2', 'en-5', 'da-1', 'eo-3']"
User:Jonathan Archer,['en-3']
User:PenangLion,"['ms-4', 'en-5', 'zh-5']"
User:C messier,"['fr-2', 'en-3']"
User:EytanMelech,['fr-2']
User:Paleorthid,['ru-0']
User:Firespeaker,"['tr-2', 'es-3', 'tt-2', 'yi-2', 'ru-3', 'mn-2', 'fr-3', 'uz-2', 'kk-3', 'ky-3']"
User:ZeroApocalypse,['en-3']
User:Richard923888,"['ja-1', 'ko-0', 'wuu-1', 'gan-2', 'en-3']"
User:BlueBlack,"['es-4', 'en-4']"
User:William Surya Permana,['en-3']
User:AlexExpensive,"['en-2', 'fr-1']"
User:Pikaryaa,['ja-2']
User:Airtransat236,"['es-1', 'en-4']"
User:NiCh-919735,['en-4']
User:Tobias1984,['es-1']
User:BiblioQC,"['pt-1', 'ca-2', 'ru-1', 'es-1']"
User:AlbertBickford,['als-2']
User:Petewarrior,"['ja-1', 'ru-1']"
User:Artem.G,"['he-1', 'en-5']"
User:Nihonfreak,"['fi-1', 'en-4', 'ja-2']"
User:Spodle,"['tl-3', 'de-0', 'ko-0']"
User:Mufti Nasution,"['en-2', 'ms-3', 'ar-1', 'sg-2']"
User:CarrotPieFI,"['fr-0', 'fi-2']"
User:Golem08,['fr-2']
User:SaHiB.SHaKHaYeV,"['en-2', 'ru-5', 'tr-5']"
User:Carnby,['ary-0']
User:Yollug tigin,"['en-4', 'fr-1']"
User:PoetishBookwormus,"['sw-1', 'es-3', 'fr-5']"
User:Ethanbas,"['he-4', 'es-1', 'ru-4']"
User:AT44,"['de-3', 'en-4']"
User:NATNUN,['en-3']
User:Areumin,"['es-2', 'ko-1']"
User:Ser!,"['en-5', 'ga-5']"
User:Drenisa,"['sh-3', 'it-1', 'en-3', 'bs-3']"
User:Franco el estudiante,"['pt-1', 'ru-1', 'de-1', 'it-1', 'en-3']"
User:Janka1410,['en-3']
User:Metuboy,"['es-5', 'en-4', 'tr-5']"
User:Lasha-george,"['en-2', 'ru-3']"
User:Andor127,"['de-1', 'sr-3', 'en-5']"
User:Nightdevil,"['ar-1', 'en-3', 'fr-1']"
User:Dousaer,['en-4']
User:Aholtman,"['la-1', 'fr-2', 'ru-2', 'en-3', 'nds-3']"
"User:Cow me, please!",['fr-4']
User:Balonlon,"['nl-4', 'he-4', 'en-5']"
User:TheManishPanwar,"['sa-1', 'hi-5', 'en-3']"
User:Mhorg,"['en-2', 'ru-1']"
User:Atsumoo,['ja-2']
User:Western.galilee,"['ar-2', 'en-4', 'fr-1']"
User:Olympian,"['ru-5', 'fr-2', 'hy-4']"
User:Pichemist,"['de-2', 'en-5']"
User:IXCat,"['pt-2', 'en-5', 'fr-1']"
User:Meganenohito,['en-2']
User:Pianolettuce,"['es-2', 'ru-1']"
User:ZeldagamerPT,"['es-1', 'en-4']"
User:Frecks,['it-2']
User:Joi,['ja-2']
User:Gaioa,"['no-1', 'de-1', 'en-5', 'da-1', 'ja-0']"
User:Tidjani Saleh,"['ca-2', 'en-4', 'fr-3', 'ar-2', 'eo-1']"
User:Magawla61,"['nl-2', 'tr-4', 'de-2', 'en-3']"
User:Cestgeorge,['en-4']
User:Maniakilljoy97,['en-3']
User:Lkitrossky,"['he-2', 'en-3']"
User:Graearms,['de-1']
User:Giosal,"['fr-3', 'en-4', 'ru-4']"
User:BaduFerreira,"['fr-0', 'id-0', 'es-1']"
User:AlbusTheWhite,"['koi-3', 'fr-3']"
User:CareAhLine,['es-3']
User:Gamazations,"['tr-2', 'ar-5', 'de-1', 'it-3']"
User:Garrettw87,['ang-2']
User:Maxime12346,['en-4']
User:Misha Wolf,['cs-1']
User:63616e,"['nl-0', 'de-0', 'fr-0', 'es-0', 'pt-0']"
User:Lisenka92,['en-4']
User:ElementSix,"['de-2', 'en-4']"
User:Ted52,"['la-1', 'en-5', 'fr-1']"
User:OttawaPoliticsGuy,"['de-3', 'fr-2']"
User:ABF992,"['es-3', 'fr-3', 'it-2']"
User:Hakimi97,['en-2']
User:Arcoria,"['es-3', 'it-3', 'fr-5', 'la-1', 'en-5']"
User:Porantim,"['en-2', 'fr-0', 'es-1', 'gl-1']"
User:Kline,['fr-1']
