username,language
ArroçBrut,"[""ca-N"", ""en-4"", ""es-N""]"
Artur.Ll.P,"[""ca-N"", ""en-1"", ""es-N""]"
Asclepi001,"[""ca-N"", ""la-1"", ""de-3"", ""oc-1"", ""en-4"", ""es-4"", ""it-1""]"
Asqueladd,"[""en-3"", ""es-N"", ""fr-1"", ""ca-0""]"
AtalsXD,"[""ca-N"", ""en-3"", ""es-N""]"
Avignasi,"[""en-3"", ""es-N"", ""fr-2"", ""it-2"", ""ca-N"", ""de-1""]"
Avm99963,"[""es-N"", ""ca-N"", ""en-3""]"
Baggio,"[""it-2"", ""la-1"", ""ca-N"", ""en-2"", ""es-4"", ""fr-1""]"
Bassora,"[""ca-N"", ""de-1"", ""en-3"", ""eo-0"", ""es-N""]"
Batie07,"[""en-4"", ""es-5"", ""it-3"", ""ca-N""]"
Beethoven,"[""en-3"", ""es-N"", ""ca-N""]"
Bellatxao,"[""fr-3"", ""it-3"", ""ca-N"", ""nl-2"", ""de-2"", ""en-3"", ""es-4""]"
Bestiasonica,"[""ca-N"", ""en-2"", ""es-4"", ""fr-1""]"
Beusson,"[""ca-N"", ""en-2"", ""es-4"", ""fr-2""]"
Bloguer,"[""ca-N"", ""en-3"", ""es-4"", ""fr-1""]"
Bodinejador,"[""en-2"", ""es-N"", ""it-1"", ""ca-N""]"
Brunnaiz,"[""an-1"", ""pt-3"", ""fr-3"", ""ast-1"", ""sv-1"", ""gl-3"", ""ca-N"", ""it-1"", ""en-4"", ""la-1"", ""eo-3"", ""oc-1"", ""es-N""]"
C.carrizosa,"[""en-2"", ""es-N"", ""ca-N""]"
CS20M,"[""it-1"", ""ca-N"", ""nl-1"", ""de-3"", ""en-3"", ""es-N"", ""fr-3""]"
Canaan,"[""ca-4"", ""es-N""]"
Capvespre,"[""ca-N"", ""en-4"", ""es-N"", ""fr-1""]"
CarlesVA,"[""it-1"", ""ca-N"", ""mt-1"", ""en-1"", ""eo-2"", ""es-4"", ""an-2"", ""fr-1"", ""ar-2""]"
Carlesmu,"[""es-N"", ""ca-N""]"
Carlospino,"[""de-1"", ""oc-2"", ""en-3"", ""zh-1"", ""es-N"", ""fr-3"", ""ja-1"", ""ca-N"", ""la-2""]"
Casablanca~cawiki,"[""fr-N"", ""en-2""]"
Casesnoves,"[""ca-N"", ""en-2"", ""es-N""]"
Castaliensis,"[""fr-1"", ""ca-4"", ""he-1"", ""de-3"", ""it-4"", ""el-2"", ""la-3"", ""en-3"", ""pt-4"", ""es-N""]"
Castell,"[""ca-N"", ""en-2"", ""es-N""]"
Castellbo,"[""en-3"", ""es-N"", ""pt-1"", ""ca-N""]"
Cataleirxs,"[""ca-N"", ""en-2"", ""es-N""]"
Catgirl,"[""ca-N"", ""uk-2"", ""de-2"", ""en-N"", ""es-4"", ""fr-3"", ""ru-2""]"
Cdani,"[""en-2"", ""es-N"", ""fr-2"", ""ca-N""]"
Cdti87,"[""ca-N"", ""en-3"", ""es-N"", ""sh-2""]"
CeTrencada,"[""la-1"", ""ca-N"", ""el-1"", ""en-3"", ""es-5""]"
ChandraHelsinky,"[""en-3"", ""eo-1"", ""es-N"", ""ca-N""]"
Clucs,"[""es-N"", ""fr-2"", ""ca-N"", ""de-1"", ""en-3""]"
Coronel Fenymore,"[""es-4"", ""ca-N""]"
Cortsenc,"[""ca-N"", ""en-2"", ""es-4""]"
Crispica,"[""ca-N"", ""en-2"", ""es-4""]"
Cucurucuu,"[""ca-N"", ""de-1"", ""en-2"", ""es-N""]"
Culex,"[""oc-1"", ""en-3"", ""eo-1"", ""es-2"", ""fr-N"", ""frp-1"", ""ca-1""]"
Cullerot,"[""ca-N"", ""es-4""]"
D. Allepuz,"[""ca-N"", ""en-3"", ""es-N"", ""fr-1""]"
Daaioo,"[""ca-N"", ""el-0"", ""en-3"", ""es-N"", ""fr-1"", ""gl-1""]"
Darth vader 92,"[""zh-1"", ""fr-1"", ""gl-1"", ""it-2"", ""ca-N"", ""oc-2"", ""en-3"", ""pt-3"", ""es-N""]"
Davdde,"[""de-2"", ""en-4"", ""es-N"", ""fr-4"", ""it-3"", ""ca-N""]"
Davitsbd,"[""it-1"", ""oc-1"", ""ca-N"", ""en-3"", ""es-N"", ""fr-3""]"
Decalmutxarra,"[""es-4"", ""ca-5"", ""en-3""]"
Deosringas,"[""ca-N"", ""en-4"", ""es-N""]"
Dmitri Lytov,"[""en-3"", ""es-2"", ""fr-3"", ""ru-N"", ""ca-1"", ""uk-4"", ""de-3""]"
Doctora Xodes,"[""nl-1"", ""de-4"", ""en-4"", ""es-5"", ""fr-3"", ""it-1"", ""ca-N""]"
Documentainfo,"[""ca-N"", ""en-3"", ""it-2""]"
Doktorkampi,"[""ca-N"", ""pt-1"", ""de-1"", ""en-3"", ""es-N"", ""fr-2"", ""it-1""]"
Dorieo,"[""ca-1"", ""en-0"", ""es-N"", ""fr-1""]"
DoriyakiSan,"[""es-N"", ""fr-2"", ""it-1"", ""ca-N"", ""en-3""]"
ESM,"[""ca-N"", ""de-1"", ""en-4"", ""es-N"", ""fr-3"", ""se-1""]"
Ecspici,"[""ca-N"", ""en-3"", ""es-N""]"
Editantpv,"[""ca-N"", ""en-3"", ""es-N""]"
Eduard483,"[""en-4"", ""es-N"", ""fr-4"", ""ru-1"", ""ca-N"", ""de-3""]"
Elenese,"[""no-2"", ""ru-1"", ""ca-N"", ""de-3"", ""en-5"", ""es-N""]"
Enganyapastors,"[""es-N"", ""ca-N""]"
EnricSerra6,"[""en-3"", ""es-N"", ""ca-N"", ""de-0""]"
Enricpineda,"[""es-4"", ""zh-1"", ""ca-N"", ""en-2"", ""eo-2""]"
Enrospv,"[""ca-N"", ""de-1"", ""en-3"", ""es-N""]"
Erintiransom,"[""en-4"", ""es-N"", ""fr-2"", ""ca-N"", ""de-1""]"
Esenabre,"[""es-N"", ""ca-N"", ""en-3""]"
Esperit teatral,"[""ca-N"", ""en-3"", ""es-4""]"
Evazquezpuig,"[""ca-N"", ""en-2"", ""es-N""]"
F3RaN,"[""ca-N"", ""nl-2"", ""cs-1"", ""pl-1"", ""de-3"", ""ru-2"", ""en-3"", ""es-3"", ""fr-3""]"
Fancy Refrigerator,"[""ca-1"", ""es-2""]"
Fenoll94,"[""en-2"", ""es-4"", ""ca-N"", ""de-1""]"
Ferran Mir,"[""la-2"", ""ca-N"", ""en-3"", ""es-N"", ""fr-3""]"
Ferranmercant,"[""ca-N"", ""de-3"", ""en-3"", ""es-N""]"
Ffernan6,"[""en-2"", ""es-5"", ""fr-2"", ""it-3"", ""ca-N""]"
Flamenc,"[""pt-1"", ""fr-4"", ""vls-4"", ""it-2"", ""ca-3"", ""la-2"", ""de-3"", ""nds-1"", ""en-4"", ""nl-N"", ""es-1""]"
Flyfap,"[""en-1"", ""es-N"", ""ca-N""]"
FranSisPac,"[""ca-N"", ""en-2"", ""es-N"", ""fr-2"", ""it-1""]"
Francis Tyers,"[""ca-3"", ""en-N"", ""es-3""]"
Franky96,"[""es-N"", ""fr-3"", ""ca-N"", ""ru-1"", ""da-1"", ""zh-2"", ""de-4"", ""en-5""]"
Frrrn13,"[""fr-1"", ""ca-N"", ""en-3"", ""es-N""]"
Fturmo,"[""ca-N"", ""en-2"", ""es-4""]"
Galactic Thrasher,"[""ca-N"", ""en-4"", ""es-N""]"
Gelatdeneu,"[""en-3"", ""es-N"", ""fr-3"", ""pt-1"", ""ca-N""]"
Gemmasbons,"[""es-N"", ""fr-2"", ""ca-N"", ""en-2""]"
Geom,"[""ca-1"", ""en-1"", ""es-N""]"
Gerardduenas,"[""ca-N"", ""en-4"", ""es-N"", ""fr-2""]"
GosGroc,"[""fr-3"", ""oc-2"", ""ca-N"", ""de-1"", ""en-3"", ""es-4""]"
Gpatgn,"[""ca-N"", ""en-3"", ""es-N"", ""fr-1""]"
Gratakilla,"[""fr-4"", ""ca-N"", ""en-N"", ""es-4""]"
Grondin,"[""fr-N"", ""ca-3"", ""de-1"", ""en-2""]"
Góngora,"[""no-2"", ""ca-4"", ""pt-2"", ""en-4"", ""es-N"", ""fr-2"", ""it-2""]"
Habicht,"[""de-2"", ""en-4"", ""es-N"", ""it-3"", ""ca-N""]"
Hamddan4,"[""ca-N"", ""en-3"", ""es-N""]"
Hei hei,"[""en-3"", ""es-4"", ""fr-1"", ""it-1"", ""ja-1"", ""ca-N""]"
Helena Femina,"[""it-4"", ""ca-N"", ""en-3"", ""es-N""]"
Helenina,"[""ru-0"", ""de-0"", ""en-3"", ""es-N"", ""fr-2"", ""it-2"", ""ca-N""]"
Herodotptlomeu,"[""ca-N"", ""en-2"", ""es-4""]"
Hienafant,"[""ja-0"", ""ca-4"", ""ko-0"", ""en-3"", ""es-5"", ""fr-1"", ""it-0""]"
Horchatamivida,"[""ca-4"", ""it-1"", ""de-N"", ""en-3"", ""es-4"", ""eu-1"", ""fr-1""]"
Hrm18,"[""ca-N"", ""de-1"", ""en-3"", ""es-N""]"
Ictlogist,"[""de-1"", ""en-3"", ""es-N"", ""fr-3"", ""ca-N""]"
Ifzambrana,"[""ca-N"", ""en-4"", ""es-N"", ""fr-2"", ""it-1"", ""pt-1""]"
Ignasi,"[""fr-2"", ""it-1"", ""ca-N"", ""en-2"", ""es-4""]"
Iguadix,"[""de-0"", ""es-N"", ""fr-3"", ""ca-N""]"
Imartin6,"[""en-2"", ""es-N"", ""ca-N""]"
Independència,"[""ca-N"", ""en-2""]"
Indpcatll,"[""ja-2"", ""ko-1"", ""ca-N"", ""en-3"", ""es-N"", ""fr-2""]"
Inesdom,"[""en-3"", ""es-N"", ""fr-4"", ""ca-N"", ""de-2""]"
Ionutzmovie,"[""ca-0"", ""en-4"", ""fr-1"", ""ro-N""]"
Isferrer,"[""ca-N"", ""en-2""]"
Ivan Avz F,"[""es-N"", ""fr-2"", ""ca-N"", ""en-2""]"
Ivan bea,"[""en-3"", ""es-4"", ""fr-1"", ""ca-N""]"
JMedina,"[""es-N"", ""ru-3"", ""ca-N"", ""en-2""]"
JSMont,"[""ca-4"", ""en-2"", ""es-N""]"
Jagons,"[""it-2"", ""oc-1"", ""ca-N"", ""en-4"", ""es-N"", ""fr-3""]"
Jaime29306,"[""gl-0"", ""ca-1"", ""it-1"", ""en-2"", ""oc-0"", ""es-5"", ""eu-0"", ""fr-2""]"
Jamechevi,"[""it-1"", ""ca-N"", ""de-1"", ""en-4"", ""es-N"", ""fr-2""]"
Jarashi,"[""es-4"", ""ca-N"", ""en-3""]"
JaumePescador,"[""ca-N"", ""en-3"", ""es-4"", ""fr-1""]"
Jesuslh78,"[""ca-N""]"
Jey,"[""de-1"", ""en-3"", ""es-4"", ""fr-2"", ""ca-N""]"
Jfblanc,"[""it-3"", ""en-5"", ""uk-1"", ""bs-2"", ""ru-1"", ""kg-1"", ""es-5"", ""ca-3"", ""sc-1"", ""la-2"", ""fr-N"", ""cs-5"", ""sh-2"", ""oc-4"", ""hr-2"", ""csb-1"", ""sk-2"", ""pt-1"", ""hsb-1"", ""dsb-1"", ""sr-1"", ""bg-1"", ""ro-1""]"
JimmypageLZ,"[""ca-N"", ""en-3"", ""es-N""]"
Jinengi,"[""en-4"", ""es-5"", ""fr-1"", ""gl-1"", ""an-3"", ""oc-1"", ""ca-N""]"
Jinglada,"[""it-1"", ""ca-N"", ""en-1"", ""eo-3"", ""es-3"", ""fr-1""]"
Jjll,"[""ca-N"", ""es-3"", ""fr-1""]"
Jmarchn,"[""fr-1"", ""pt-1"", ""ca-N"", ""en-2"", ""es-4""]"
Jmimo98,"[""de-2"", ""en-3"", ""es-N"", ""eu-1"", ""fr-3"", ""ca-N"", ""it-1""]"
Jmrebes,"[""it-1"", ""ca-3"", ""en-2"", ""es-N"", ""fr-2""]"
Jnqm,"[""nl-1"", ""ca-N"", ""en-3"", ""es-4"", ""fr-2"", ""it-3""]"
JoCat,"[""pt-1"", ""ca-N"", ""en-2"", ""es-3"", ""eu-2"", ""fr-1""]"
Joan Múria,"[""ca-N"", ""en-3"", ""es-N""]"
Joan.Barcelona,"[""ca-N"", ""es-N""]"
JoanKeops,"[""ca-N"", ""en-1"", ""es-2"", ""fr-1""]"
Joanjerezt,"[""es-N"", ""ca-4"", ""de-1"", ""en-3""]"
Joao Xavier,"[""es-2"", ""pt-N"", ""ca-0"", ""en-2""]"
Jolle,"[""fr-2"", ""ca-N"", ""en-1"", ""es-4""]"
Jordi G,"[""en-3"", ""es-4"", ""fr-1"", ""it-1"", ""oc-1"", ""ca-N""]"
Jordi picart,"[""es-4"", ""fr-1"", ""ca-N"", ""en-2""]"
Jordi.mercade,"[""ca-N"", ""en-2"", ""es-4"", ""fr-2""]"
JordiGran,"[""de-1"", ""en-3"", ""es-N"", ""fr-2"", ""it-2"", ""ca-N""]"
Jordicnmg,"[""ca-N""]"
Jordiventura96,"[""fr-2"", ""it-1"", ""zh-1"", ""ca-N"", ""en-3"", ""es-N""]"
Jorsape,"[""ca-N"", ""de-4"", ""en-4"", ""es-4""]"
Josep Estruch Traité,"[""pt-2"", ""es-5"", ""fr-3"", ""it-3"", ""ca-5"", ""la-1"", ""en-3"", ""oc-3"", ""eo-3""]"
Josep Gibert,"[""ca-N"", ""en-2"", ""es-N"", ""fr-2""]"
Josep Maria Roca Peña,"[""ast-0"", ""ja-0"", ""zh-0"", ""fi-0"", ""sc-0"", ""el-0"", ""pl-0"", ""be-0"", ""la-0"", ""fr-1"", ""sl-0"", ""en-3"", ""pt-4"", ""bg-1"", ""mk-1"", ""gl-3"", ""sr-2"", ""eo-0"", ""bs-1"", ""mo-1"", ""an-0"", ""hr-1"", ""tr-0"", ""es-4"", ""ro-2"", ""ca-N"", ""nl-0"", ""ar-0"", ""it-2"", ""uk-0"", ""eu-0"", ""ru-2"", ""de-0"", ""oc-2""]"
Josepant,"[""ca-N"", ""en-3"", ""es-N"", ""fr-3""]"
Josu PV,"[""ca-N"", ""de-1"", ""en-3"", ""es-N"", ""fr-1""]"
Jove,"[""es-4"", ""oc-1"", ""ca-N"", ""de-1"", ""en-3""]"
Jqueralt,"[""es-5"", ""fr-1"", ""ca-N"", ""en-2""]"
Jrperise,"[""ca-N"", ""en-3"", ""es-N"", ""fr-3""]"
Jtcurses,"[""es-N"", ""ca-N""]"
Judesba,"[""ca-N"", ""en-4"", ""es-N"", ""fr-2"", ""it-1""]"
Julia.joan,"[""en-4"", ""es-N"", ""fr-1"", ""ca-N"", ""de-2""]"
Julià Minguillón,"[""es-N"", ""ca-N"", ""en-3""]"
KRLS,"[""es-4"", ""ca-N"", ""en-2""]"
Kairandal,"[""ca-N"", ""en-2"", ""es-N""]"
Konkordia,"[""es-4"", ""fr-1"", ""ca-N"", ""de-1"", ""en-2""]"
Konradtecalcover,"[""pl-4"", ""ca-N"", ""en-3"", ""es-N""]"
KsaveroEO,"[""eo-3"", ""es-N"", ""fr-2"", ""ca-N"", ""it-4"", ""de-1"", ""pt-2"", ""en-4""]"
Kspriton,"[""fr-1"", ""ca-3"", ""de-4"", ""en-3"", ""es-2"", ""fi-N""]"
Kuranes,"[""es-N"", ""it-1"", ""ca-N"", ""en-2""]"
Laia tomas iesjoanalcover,"[""de-1"", ""en-3"", ""es-N"", ""ca-N""]"
Languaeditor,"[""nah-4"", ""ca-4"", ""de-1"", ""en-4"", ""es-N""]"
Laura.Girona,"[""es-4"", ""ca-N"", ""en-2""]"
Llangardaix,"[""fr-2"", ""ca-N"", ""en-3"", ""eo-1"", ""es-N""]"
Lluis tgn,"[""ca-N"", ""en-4"", ""es-5"", ""fr-0"", ""an-1""]"
Lluís RD,"[""ca-N"", ""en-2"", ""es-4"", ""fr-2""]"
Lo bandit,"[""ca-N"", ""en-2"", ""es-4""]"
Loffex,"[""es-N"", ""ca-N"", ""en-3""]"
Lourdes Arcas,"[""es-N"", ""ca-N"", ""en-2""]"
MALLUS,"[""ca-N"", ""simple-4"", ""de-1"", ""it-2"", ""en-3"", ""la-1"", ""es-N"", ""oc-1"", ""fr-4"", ""pt-1"", ""gl-1""]"
Mamatvil,"[""es-N"", ""ca-N"", ""en-2""]"
Manema17,"[""fr-1"", ""ca-N"", ""en-2"", ""es-4""]"
Manlleus,"[""it-1"", ""ca-N"", ""pt-1"", ""de-2"", ""ro-1"", ""en-2"", ""uk-1"", ""es-3"", ""fr-1""]"
Marc CAT,"[""he-N"", ""ca-3"", ""en-4""]"
MarcCeleiro,"[""ca-N"", ""en-3"", ""es-N""]"
Marcdmc,"[""en-3"", ""es-N"", ""ca-N"", ""de-1""]"
Marcel1972,"[""ca-N""]"
Marcmiquel,"[""ca-N"", ""en-3"", ""es-4"", ""it-3"", ""ro-2""]"
MarianneMontbe,"[""ca-1"", ""en-3"", ""fr-N""]"
Marina Rodríguez Marcè,"[""ca-N"", ""en-3"", ""es-N""]"
Marionaaragay,"[""ca-N"", ""en-3"", ""es-N"", ""fr-2"", ""la-2""]"
Mariusmm,"[""ca-N"", ""en-2"", ""es-N""]"
Marki354,"[""en-3"", ""es-N"", ""fr-1"", ""ca-N""]"
Markus2801,"[""es-4"", ""ca-N"", ""en-2""]"
Martaitsme,"[""es-N"", ""ca-N"", ""de-1"", ""en-3""]"
Marti.bdb,"[""it-1"", ""ca-N"", ""en-3"", ""es-N""]"
Martí8888,"[""en-3"", ""es-4"", ""fr-1"", ""ca-N"", ""de-2""]"
Mas886,"[""ca-N"", ""en-2"", ""es-N"", ""fr-1""]"
Mbosch,"[""ca-N"", ""en-3"", ""es-4"", ""ja-1""]"
Mcapdevila,"[""fr-4"", ""it-3"", ""ca-N"", ""la-1"", ""de-1"", ""oc-2"", ""en-4"", ""pt-1"", ""es-N""]"
Mcsmp,"[""es-N"", ""fr-2"", ""it-0"", ""ca-N"", ""de-0"", ""en-3""]"
Medol,"[""ca-N"", ""en-3"", ""es-4"", ""fr-1""]"
Mercè Piqueras,"[""de-1"", ""fr-2"", ""en-3"", ""it-4"", ""es-N"", ""ca-N""]"
Mesquitajoanes,"[""ca-N"", ""en-3"", ""es-N""]"
Mgclapé,"[""ca-N"", ""en-2"", ""es-4"", ""fr-2"", ""it-1""]"
Micalet89,"[""es-4"", ""ca-N"", ""de-1"", ""en-2""]"
Miguel913,"[""es-N"", ""ru-3"", ""ca-N"", ""de-1"", ""el-4"", ""en-3""]"
Mikicat,"[""en-3"", ""es-4"", ""ca-N""]"
Millars,"[""fr-3"", ""it-3"", ""ca-N"", ""pt-2"", ""de-1"", ""ru-1"", ""en-3"", ""es-N""]"
Miquel puig,"[""ca-N"", ""ja-1"", ""de-3"", ""en-3"", ""es-4"", ""fi-1"", ""fr-2""]"
Misterspritz,"[""ca-N"", ""en-3"", ""es-N"", ""fr-2"", ""it-3""]"
Mmoleg,"[""ca-N"", ""de-1"", ""es-N"", ""it-2""]"
Mondona,"[""ca-N"", ""en-2"", ""es-N""]"
Mosca-drac,"[""fr-2"", ""gl-2"", ""nv-1"", ""ca-N"", ""en-4"", ""es-N""]"
MrPotato1010,"[""ca-N"", ""en-2"", ""es-N""]"
Mraddon,"[""ca-N"", ""en-N"", ""es-N""]"
Mrius,"[""es-4"", ""fr-3"", ""oc-2"", ""ca-5"", ""en-2""]"
Msalat,"[""ca-N"", ""de-1"", ""en-3"", ""es-4""]"
Mzamora2,"[""it-2"", ""ca-N"", ""de-2"", ""en-3"", ""es-N"", ""fr-3""]"
Na Renard,"[""fr-1"", ""ca-N"", ""en-2"", ""es-N""]"
Nataalichander,"[""ca-3"", ""en-3"", ""es-3"", ""fr-2""]"
Nknudsen,"[""en-2"", ""es-3"", ""ca-N""]"
Nnogue,"[""ca-N""]"
Noctum,"[""ca-N"", ""en-2"", ""es-N""]"
Noemiroig,"[""en-3"", ""es-N"", ""ca-N"", ""de-2""]"
Nonahg,"[""en-3"", ""es-5"", ""fr-2"", ""sv-1"", ""ca-N""]"
Núria Florensa Adell,"[""en-2"", ""es-4"", ""ca-N""]"
Oersted,"[""es-N"", ""fr-3"", ""it-2"", ""la-1"", ""ca-N"", ""en-3""]"
OfficerNuri,"[""de-N"", ""en-N"", ""es-4"", ""ru-1"", ""ca-4""]"
Olímpic,"[""ca-N""]"
Operofil,"[""it-3"", ""ru-1"", ""ca-N"", ""en-3"", ""es-5"", ""fr-3""]"
Oranies,"[""es-4"", ""fr-1"", ""an-0"", ""it-0"", ""ca-N"", ""oc-2"", ""de-0"", ""en-2""]"
Oriolclosa,"[""es-4"", ""fr-1"", ""sv-2"", ""ca-N"", ""en-4""]"
Oriololmo,"[""ca-N"", ""en-2"", ""es-4""]"
Osblanc,"[""ca-4"", ""en-3"", ""es-N"", ""gl-2"", ""pt-1""]"
Ovidi,"[""ca-N"", ""de-2"", ""en-1"", ""es-4"", ""fr-1""]"
PFC12,"[""fr-2"", ""pt-1"", ""ca-N"", ""de-0"", ""en-4"", ""es-N""]"
PaliGol,"[""es-4"", ""fr-1"", ""ca-N"", ""en-2""]"
Pallares,"[""ca-N"", ""en-2"", ""es-4"", ""fr-2""]"
Palmira K,"[""ca-N"", ""en-3"", ""es-N"", ""fr-3""]"
PanteraNegra84,"[""ca-N"", ""en-3"", ""es-N""]"
Paputx,"[""fr-2"", ""ca-N"", ""en-1"", ""es-3""]"
Parouger 616,"[""de-2"", ""en-4"", ""es-N"", ""ca-N""]"
Pau Colominas,"[""es-N"", ""ca-N"", ""en-3""]"
Pdg,"[""en-4"", ""es-4"", ""fr-1"", ""ca-N""]"
PepCC,"[""en-2"", ""es-3"", ""ca-N""]"
Pere Orga,"[""es-N"", ""ca-N"", ""en-2""]"
Pere Sallavinera,"[""ca-N"", ""en-3"", ""fr-3""]"
Pere Serafi,"[""es-4"", ""eu-0"", ""fr-0"", ""ca-N"", ""ga-0"", ""de-0"", ""en-3""]"
Pere prlpz,"[""es-4"", ""ast-1"", ""ro-1"", ""it-1"", ""eu-1"", ""ca-N"", ""sc-1"", ""lmo-1"", ""fr-1"", ""de-1"", ""nl-1"", ""gl-1"", ""en-2"", ""oc-1"", ""ia-1"", ""eo-1"", ""an-1"", ""pt-1"", ""io-1""]"
Peredesaportella,"[""it-2"", ""ca-N"", ""en-3"", ""es-N""]"
Perique des Palottes,"[""it-1"", ""el-1"", ""en-1"", ""eo-1"", ""es-3"", ""fr-1"", ""ca-N""]"
Pitxiquin,"[""es-4"", ""fr-2"", ""it-2"", ""pt-1"", ""ca-N"", ""en-2""]"
Prest!,"[""en-2""]"
ProtoplasmaKid,"[""ca-0"", ""en-3""]"
QAmbUBG6MNP,"[""ca-N"", ""en-3"", ""es-N"", ""fr-3""]"
Qllach,"[""en-4"", ""es-N"", ""fr-3"", ""it-3"", ""ca-N"", ""de-2""]"
Qoan,"[""de-1"", ""el-4"", ""it-2"", ""en-4"", ""la-1"", ""eo-2"", ""ar-2"", ""nl-1"", ""es-N"", ""ca-N"", ""fr-3""]"
Qozam,"[""fr-3"", ""an-1"", ""gl-1"", ""ast-1"", ""it-1"", ""ca-4"", ""oc-1"", ""en-2"", ""pt-1"", ""es-N""]"
Quelet,"[""en-3"", ""es-4"", ""fr-3"", ""ca-N"", ""de-2""]"
QuimGil,"[""de-1"", ""en-3"", ""es-N"", ""fr-1"", ""ca-N""]"
Quimet78,"[""ca-N"", ""en-1"", ""es-4"", ""gl-1"", ""oc-2""]"
Quimpuig12,"[""fr-2"", ""it-1"", ""pt-1"", ""ca-N"", ""en-2"", ""es-4""]"
RafaelCarreras,"[""ca-4"", ""en-3"", ""es-N"", ""fr-2""]"
RafelJuan,"[""en-3"", ""es-N"", ""ca-N""]"
Ramalhito,"[""ca-N"", ""en-3"", ""es-4"", ""fr-2""]"
Raspilla Demekin,"[""fr-3"", ""pt-2"", ""ca-N"", ""es-N""]"
Raul Magdalena,"[""ca-N"", ""en-2"", ""es-4""]"
Rboadaf,"[""ca-N"", ""en-2"", ""es-N"", ""fr-1""]"
Recared,"[""ca-N"", ""de-1"", ""en-2"", ""es-N"", ""fr-1"", ""oc-1""]"
Redtrevius,"[""fr-2"", ""ca-N"", ""en-3"", ""es-4""]"
ReginaManresa,"[""fr-3"", ""ca-N"", ""de-2"", ""en-3"", ""es-4""]"
Reivax55,"[""ca-N"", ""en-2"", ""es-N"", ""fr-2""]"
Remux,"[""ia-2"", ""ast-1"", ""la-0"", ""ca-1"", ""simple-4"", ""en-3"", ""eo-3"", ""es-N""]"
Retse1964,"[""ca-N"", ""en-2"", ""es-N""]"
Ribesnero,"[""en-N"", ""es-4"", ""fr-2"", ""it-N"", ""pt-2"", ""ca-4"", ""ru-4""]"
Robertgarrigos,"[""ca-N"", ""en-3"", ""es-4"", ""fr-2"", ""it-1""]"
Rodamón4,"[""ca-N"", ""en-3"", ""es-4"", ""fr-0"", ""gl-3"", ""an-1"", ""oc-1""]"
Roger Manro,"[""ca-N"", ""en-2"", ""es-4""]"
Romang,"[""ca-N"", ""en-1"", ""es-N""]"
Rotget,"[""ca-N""]"
Rotxi,"[""ca-N""]"
SMP,"[""fr-2"", ""ca-N"", ""en-3"", ""es-4""]"
