username,language
Astio k,"[""fr-2"", ""it-N"", ""la-1"", ""en-2""]"
AstralOdysseus,"[""en-4"", ""eo-2"", ""es-1"", ""fr-1"", ""it-N"", ""de-3""]"
Astridula,"[""de-2"", ""en-3"", ""fur-N"", ""it-N""]"
AstroSofia,"[""en-3"", ""it-N""]"
Asþont,"[""en-5"", ""fr-3"", ""it-N"", ""la-1"", ""nap-N""]"
Atelierimmagine,"[""en-1"", ""fr-2"", ""it-N""]"
AttoRenato,"[""fr-2"", ""it-N"", ""la-2"", ""de-1"", ""lij-3"", ""en-3"", ""es-1""]"
Aury88,"[""it-N"", ""scn-1"", ""en-2"", ""es-1""]"
Avemundi,"[""pl-1"", ""en-4"", ""pt-1"", ""es-3"", ""ru-1"", ""fr-2"", ""sk-3"", ""la-3"", ""cs-2"", ""nl-1"", ""de-2""]"
Babbalotto97,"[""it-N"", ""nl-3"", ""af-3"", ""de-3"", ""en-4""]"
Badflames,"[""it-N"", ""en-3"", ""es-3""]"
BandiniRaffaele2,"[""it-N"", ""en-2"", ""la-2"", ""fr-1"", ""ar-1"", ""ru-2"", ""is-1"", ""de-1""]"
Baratro,"[""en-2"", ""it-N""]"
Barbaking,"[""zh-1"", ""en-3"", ""it-N""]"
Baronedimare,"[""en-3"", ""es-3"", ""it-N""]"
Baruneju,"[""en-3"", ""fr-1"", ""it-N""]"
Bbruno,"[""lij-3"", ""en-1"", ""it-N""]"
Bennybardi,"[""de-1"", ""en-3"", ""fr-1"", ""it-N""]"
Beren94,"[""fr-2"", ""it-N"", ""la-2"", ""de-1"", ""scn-N"", ""en-4""]"
Beta16,"[""en-1"", ""it-N""]"
BisScott,"[""en-2"", ""it-N""]"
Bistecchino,"[""en-3"", ""it-N""]"
Bizio87,"[""en-3"", ""fr-1"", ""it-N""]"
Black Sky83,"[""es-1"", ""fr-1"", ""it-N"", ""en-2""]"
Blumirror,"[""en-2"", ""it-N""]"
Boboseiptu,"[""scn-1"", ""de-3"", ""en-2"", ""it-N""]"
Boh?,"[""it-N"", ""en-2""]"
Bonavena,"[""pt-4"", ""it-N"", ""de-2"", ""ru-2"", ""la-2"", ""eml-3"", ""vec-3"", ""lij-2"", ""en-4"", ""lmo-4"", ""es-4"", ""pms-N"", ""fr-4""]"
Borgil,"[""it-N"", ""la-2"", ""scn-1"", ""en-3"", ""es-2""]"
Bramfab,"[""en-3"", ""fr-2"", ""it-N"", ""la-1"", ""lmo-1""]"
Bries,"[""nl-N"", ""de-2"", ""en-3"", ""it-2""]"
Brucointestino,"[""fr-1"", ""it-N"", ""de-1"", ""en-3"", ""es-2""]"
Bruno Romanin,"[""it-N"", ""de-3"", ""sr-5"", ""mk-5"", ""en-2"", ""bg-3"", ""uk-1"", ""pl-2"", ""es-1"", ""bs-5"", ""ru-3"", ""fr-0"", ""cs-2"", ""sk-4"", ""hr-5"", ""cu-2"", ""sl-4""]"
Brunokito,"[""de-0"", ""en-2"", ""it-N""]"
Brunosimo,"[""la-2"", ""en-4"", ""lmo-3"", ""es-1"", ""ru-4"", ""fr-2"", ""he-1"", ""it-N""]"
Bubici,"[""it-N""]"
Bubu1996,"[""en-2"", ""es-1"", ""it-N""]"
Bulldoc,"[""en-2"", ""es-1"", ""fr-2"", ""it-N"", ""ca-1""]"
Byrykhynho,"[""it-N"", ""vec-N"", ""en-3"", ""es-2""]"
C.translator,"[""en-5"", ""es-4"", ""fr-3"", ""it-N"", ""ja-1"", ""de-2""]"
Calcaterra,"[""es-1"", ""fr-2"", ""it-N"", ""en-3""]"
Calogeroa.salomon,"[""en-4"", ""es-5"", ""fr-5"", ""it-N"", ""pt-4""]"
CamillaScotti,"[""fr-2"", ""it-N"", ""de-2"", ""en-3"", ""es-3""]"
Campus27,"[""en-3"", ""fr-2"", ""it-N"", ""la-1""]"
CandiMa,"[""en-2"", ""it-N""]"
CapoFantasma97,"[""en-N"", ""it-N""]"
Caricabatterie,"[""hr-1"", ""it-N"", ""en-4"", ""la-2"", ""es-2"", ""vec-N"", ""fur-N""]"
Carlo.benini,"[""vec-N"", ""en-1"", ""fr-2"", ""it-N""]"
Carlo58s,"[""th-1"", ""es-2"", ""vec-N"", ""fr-2"", ""it-N"", ""ja-1"", ""de-1"", ""lo-1"", ""en-3""]"
Carlodell,"[""lmo-2"", ""de-1"", ""en-3"", ""fr-1"", ""it-N"", ""la-2""]"
Carloferrari,"[""de-1"", ""en-3"", ""fr-3"", ""it-N""]"
Carlos-Signs,"[""pt-0"", ""es-3"", ""zh-2"", ""it-N"", ""la-2"", ""lmo-1"", ""en-3"", ""pms-1"", ""eo-0""]"
Carnby,"[""es-2"", ""fr-1"", ""it-N"", ""de-0"", ""en-3""]"
CarolBendy,"[""it-N"", ""en-3"", ""fr-2""]"
Cawuth,"[""it-N"", ""en-2""]"
Cdv1995,"[""en-3"", ""it-N""]"
Cento93,"[""en-3"", ""es-4"", ""it-N""]"
Centonero,"[""it-N"", ""en-2""]"
Cgiunchi,"[""en-3"", ""it-N""]"
Chebfab,"[""he-2"", ""hr-1"", ""it-N"", ""en-3""]"
Chemr90,"[""de-1"", ""en-3"", ""it-N"", ""vec-N""]"
ChiaVB,"[""en-3"", ""es-2"", ""fr-2"", ""it-N"", ""de-3""]"
Chiara Cauzzi (BEIC),"[""en-2"", ""it-N""]"
Chjolie,"[""es-2"", ""fr-3"", ""it-N"", ""en-3""]"
ChristianGiordano,"[""en-1"", ""es-1"", ""fr-1"", ""it-N""]"
Ciampaonline,"[""en-3"", ""fr-1"", ""it-N""]"
Ciampix,"[""eo-2"", ""it-N"", ""en-3""]"
Ciao57,"[""en-1"", ""es-1"", ""it-N""]"
Cincell,"[""es-1"", ""fr-2"", ""it-N"", ""de-1"", ""eml-N"", ""en-2""]"
Civa61,"[""it-N"", ""scn-2"", ""en-2"", ""es-2""]"
Clamiax,"[""it-N"", ""scn-N"", ""en-3""]"
Claude,"[""en-3"", ""it-N""]"
Claudia Caramanna,"[""fr-1"", ""it-N"", ""la-1"", ""en-3"", ""es-1""]"
Clematis,"[""en-2"", ""es-1"", ""fr-3"", ""it-N""]"
Cloj,"[""ar-3"", ""en-2"", ""es-1"", ""fr-3"", ""it-N""]"
Cocô53,"[""fr-N"", ""it-N"", ""en-4""]"
Codas,"[""it-N""]"
Coetledefretdena,"[""de-3"", ""en-2"", ""es-1"", ""fr-N"", ""it-4""]"
ConcertAddict,"[""it-3"", ""en-N"", ""es-3"", ""fr-2""]"
Congolandia.g,"[""fr-2"", ""it-N"", ""la-1"", ""sh-1"", ""bs-1"", ""en-2""]"
Consbuonomo,"[""en-2"", ""it-N"", ""la-2"", ""nap-1""]"
ContediSeltz,"[""es-2"", ""fr-1"", ""it-N"", ""ja-2"", ""ar-1"", ""en-3""]"
Coro95,"[""en-3"", ""it-N""]"
Corrado72,"[""en-3"", ""it-N"", ""la-2""]"
Cortesi,"[""de-2"", ""en-4"", ""fr-1"", ""it-N""]"
Cortix93,"[""es-1"", ""it-N"", ""lmo-3"", ""en-3""]"
Cosma Seini,"[""la-1"", ""nap-1"", ""de-3"", ""en-5"", ""it-N""]"
Counterpoint,"[""it-N"", ""ro-N"", ""en-N"", ""fr-2""]"
Countingthoughts,"[""it-N"", ""de-2"", ""en-2""]"
Cpaolo79,"[""it-N"", ""la-2"", ""nap-N"", ""en-3""]"
Cri13M,"[""en-3"", ""fr-1"", ""it-N""]"
CristianCantoro,"[""it-N"", ""de-1"", ""en-5"", ""es-2"", ""fr-4""]"
CristianNX,"[""de-3"", ""en-2"", ""it-N"", ""ru-1""]"
Cube,"[""en-2"", ""fr-2"", ""it-N"", ""ru-1"", ""eml-N""]"
Curranxmatte,"[""en-2"", ""it-N""]"
Cybermukka,"[""es-1"", ""fr-1"", ""it-N"", ""en-3""]"
Daenaerys97,"[""en-3"", ""it-N""]"
Daimona Eaytoy,"[""de-1"", ""en-3"", ""fr-1"", ""it-N""]"
Dalfi85,"[""en-3"", ""it-N""]"
Dandus,"[""it-N"", ""en-3""]"
DanielePalladino,"[""de-2"", ""zh-1"", ""ko-1"", ""en-4"", ""la-2"", ""es-3"", ""pl-1"", ""fr-3"", ""pt-2"", ""it-N"", ""ru-1"", ""ja-2""]"
Datolo12,"[""en-3"", ""it-N""]"
DaveBlack,"[""en-3"", ""fr-1"", ""it-N"", ""nap-2"", ""zh-1"", ""de-2""]"
Davi.trip,"[""en-1"", ""it-N""]"
Davide Denti (OBC),"[""it-N"", ""sh-2"", ""en-4"", ""fr-3""]"
Decan,"[""fr-1"", ""it-N"", ""la-1"", ""de-0"", ""en-3""]"
Defkon1,"[""en-3"", ""fr-1"", ""it-N""]"
Defros,"[""it-N"", ""nap-3"", ""en-3"", ""es-1"", ""fr-1""]"
Degoson,"[""it-N"", ""de-2"", ""en-3""]"
Delas,"[""it-N"", ""vec-N"", ""en-2""]"
DelicateAloe,"[""no-2"", ""de-1"", ""sv-4"", ""en-4"", ""es-3"", ""fr-1"", ""it-N"", ""da-2""]"
Demostene119,"[""en-3"", ""it-N""]"
DeveloperX,"[""en-4"", ""es-2"", ""it-N""]"
Diacinta,"[""en-3"", ""it-N""]"
Difficult,"[""en-2"", ""it-N""]"
Digressivo,"[""es-1"", ""fr-1"", ""it-N"", ""en-3""]"
Dino Mangione,"[""en-1"", ""it-N""]"
Dissgracia,"[""fr-1"", ""it-N"", ""de-1"", ""en-2"", ""es-2""]"
Dixy52,"[""it-N""]"
Django,"[""es-1"", ""it-N"", ""en-1""]"
Dmitri Lytov,"[""no-1"", ""fr-1"", ""sv-1"", ""da-1"", ""pl-1"", ""hr-1"", ""uk-4"", ""de-3"", ""ru-N"", ""it-1"", ""en-3"", ""sk-1"", ""be-2"", ""mk-1"", ""eo-3"", ""sl-1"", ""bg-1"", ""nl-2"", ""es-1"", ""sr-1"", ""cs-1""]"
DnaX,"[""pt-1"", ""en-3"", ""it-N""]"
DrQuantum,"[""en-4"", ""fr-2"", ""it-N"", ""la-1""]"
Drafnc80,"[""it-4"", ""nap-N"", ""ru-2"", ""en-2""]"
Dreamaker,"[""en-3"", ""es-3"", ""fr-1"", ""it-N"", ""nap-4""]"
Driante70,"[""fr-3"", ""it-N"", ""de-1"", ""en-2""]"
Drusetta,"[""hr-1"", ""hu-3"", ""sr-1"", ""en-4"", ""es-4"", ""fr-2""]"
DubleEm,"[""en-2"", ""it-N""]"
Dubnio26,"[""de-1"", ""en-3"", ""fr-2"", ""it-N""]"
Duijvenbode,"[""pt-1"", ""en-3"", ""es-1"", ""fr-2"", ""it-1"", ""nl-N"", ""de-2""]"
Dulceridentem,"[""la-2"", ""en-3"", ""es-1"", ""it-N""]"
Duso28,"[""it-N"", ""en-3"", ""fr-2""]"
DylanDogLondon,"[""en-3"", ""es-2"", ""it-N""]"
EH101,"[""es-2"", ""fr-3"", ""it-N"", ""la-1"", ""en-4""]"
Edarof,"[""es-1"", ""fr-1"", ""it-N"", ""en-3""]"
Ediedi,"[""hu-1"", ""it-N"", ""la-1"", ""ru-1"", ""en-2""]"
EditGio,"[""en-3"", ""es-2"", ""it-N""]"
Edoardo Sattin,"[""fr-1"", ""it-N"", ""nl-1"", ""en-3""]"
Edoardo.gin,"[""ru-2"", ""de-2"", ""en-3"", ""it-N"", ""ro-N""]"
EffeX2,"[""la-1"", ""en-3"", ""fr-2"", ""it-N""]"
El Cetto,"[""en-1"", ""es-1"", ""it-N""]"
El francoh,"[""fr-1"", ""it-N"", ""en-3""]"
Elbloggers,"[""it-N"", ""en-1""]"
ElegantFox,"[""it-N"", ""ja-0"", ""nl-0"", ""de-1"", ""en-4"", ""es-0""]"
Elena Borgi (TOAS),"[""la-2"", ""de-1"", ""pms-1"", ""en-3"", ""es-1"", ""fr-1"", ""it-N""]"
Elena Tartaglione,"[""en-1"", ""fr-3"", ""it-N""]"
Elena moz,"[""en-2"", ""fr-1"", ""it-N""]"
Eleutheria?,"[""fr-2"", ""it-N"", ""de-1"", ""en-2""]"
Emigiorg,"[""en-2"", ""scn-1"", ""lij-1"", ""es-1"", ""vec-1"", ""lmo-1"", ""fr-1"", ""nap-2"", ""fur-1"", ""pms-1"", ""it-N"", ""ca-1"", ""sc-1"", ""la-2""]"
Emme.pi.effe,"[""en-2"", ""it-N""]"
Emmecicubo,"[""en-3"", ""es-2"", ""it-N""]"
Enrico Chen,"[""it-N"", ""zh-4"", ""en-3""]"
EntincingWithy,"[""it-N"", ""la-0"", ""de-1"", ""en-4"", ""es-2"", ""fr-1""]"
EnveR,"[""en-3"", ""es-2"", ""fr-2"", ""it-N"", ""ar-1""]"
Enzomartinelli,"[""de-1"", ""pt-2"", ""en-4"", ""ru-1"", ""es-3"", ""fr-3"", ""it-N"", ""la-1""]"
Epanto,"[""it-N"", ""en-4"", ""es-1"", ""fr-1""]"
Epìdosis,"[""en-3"", ""fr-2"", ""it-N"", ""la-2"", ""de-1""]"
Equoreo,"[""it-N"", ""la-1"", ""de-2"", ""en-3"", ""es-2"", ""fr-2""]"
Er Cicero,"[""en-3"", ""es-1"", ""fr-0"", ""it-N"", ""la-1"", ""de-2""]"
Er Zucca,"[""ko-1"", ""en-4"", ""it-N""]"
ErPandex,"[""la-1"", ""en-2"", ""it-N""]"
Erasmus 89,"[""la-2"", ""lmo-1"", ""en-2"", ""es-2"", ""it-N""]"
Eripuk,"[""es-3"", ""fr-1"", ""it-N"", ""la-1"", ""de-2"", ""en-2""]"
Erissimaco,"[""de-3"", ""en-4"", ""es-2"", ""it-N"", ""ja-1""]"
Erodoto97,"[""en-3"", ""it-N""]"
Eulogiante,"[""es-2"", ""fr-2"", ""it-N"", ""en-4""]"
Euparkeria,"[""en-3"", ""it-N""]"
Evodash,"[""en-4"", ""it-N""]"
Exilexi,"[""en-N"", ""fr-N"", ""it-3"", ""nl-1"", ""zh-1"", ""de-2""]"
FL3R,"[""en-4"", ""it-N""]"
FabC,"[""en-4"", ""it-N""]"
Fabio Daziano,"[""en-2"", ""fr-2"", ""it-N"", ""de-1""]"
Fabio.gastone,"[""it-N"", ""en-3"", ""fr-1""]"
FabioFriz,"[""it-N"", ""de-2"", ""en-3""]"
Fabioski01,"[""fr-5"", ""it-N"", ""la-2"", ""sc-2"", ""en-5"", ""es-2""]"
Fabricas,"[""it-N"", ""nl-1"", ""en-4"", ""fr-1""]"
Fantasiana,"[""en-1"", ""it-N""]"
FaustPatrone42,"[""de-2"", ""en-4"", ""fi-2"", ""it-N"", ""ru-1""]"
Faustin,"[""en-4"", ""fr-2"", ""it-N"", ""sv-3""]"
Fede322,"[""fr-1"", ""it-N"", ""nap-3"", ""en-3"", ""es-0""]"
Federica Viazzi (AO AL),"[""it-N"", ""en-2"", ""fr-2""]"
Federica Viazzi (BEIC),"[""en-2"", ""fr-2"", ""it-N""]"
FedericaD93,"[""es-1"", ""fr-1"", ""it-N"", ""ja-1"", ""de-3"", ""en-3""]"
Federico0067,"[""en-2"", ""fr-1"", ""it-N""]"
Federico123579,"[""en-1"", ""fr-1"", ""it-N""]"
Federock100,"[""en-3"", ""fr-2"", ""it-N""]"
Feiv1996,"[""en-2"", ""it-N"", ""ja-0""]"
Feli70,"[""en-2"", ""es-1"", ""it-N""]"
Ferdi2005,"[""la-1"", ""en-3"", ""fr-1"", ""it-N""]"
Ferdinando Scala,"[""fr-4"", ""it-N"", ""nap-N"", ""en-4"", ""es-2""]"
Fernando.tassone,"[""it-N"", ""en-2"", ""es-1""]"
Filantopic,"[""it-N"", ""en-4"", ""fr-2""]"
Filippof,"[""en-2"", ""it-N"", ""la-2""]"
Filli99,"[""de-1"", ""en-3"", ""it-N""]"
Fingolfin94,"[""it-N""]"
FioreDiFelicità,"[""it-N"", ""en-3"", ""es-2""]"
Floppa01,"[""ja-0"", ""la-0"", ""en-4"", ""es-2"", ""fr-2"", ""it-N""]"
Florentinewolf,"[""it-N"", ""la-3"", ""de-3"", ""ro-1"", ""en-4"", ""ru-1"", ""es-1"", ""fr-3""]"
FlorinCB,"[""ro-N"", ""fr-2"", ""he-1"", ""hu-2"", ""it-2"", ""en-5"", ""pt-2"", ""es-2""]"
Floydpig,"[""sc-2"", ""en-2"", ""it-N""]"
Fm030401,"[""fr-1"", ""it-N"", ""en-3"", ""es-1""]"
Fmulas,"[""en-3"", ""fr-2"", ""it-N""]"
Fonsecafrancesco04,"[""en-3"", ""fr-2"", ""it-N"", ""ja-1"", ""la-1""]"
Fra00,"[""ar-1"", ""la-1"", ""de-1"", ""en-3"", ""es-1"", ""fr-2"", ""it-N""]"
Fralucali,"[""en-3"", ""it-N""]"
Francesco Falconetti,"[""it-N""]"
Francesco Miracapillo,"[""it-N"", ""ko-1"", ""en-3""]"
FrancescooM,"[""it-N"", ""en-2""]"
Franciscus3008,"[""en-3"", ""es-2"", ""fr-2"", ""it-N""]"
FrankBruno777,"[""en-3"", ""it-N""]"
Fraychero,"[""it-3"", ""la-2"", ""ca-1"", ""pt-3"", ""en-2"", ""es-N"", ""fr-1""]"
Fuarceudin1896,"[""vec-N"", ""de-1"", ""en-N"", ""fur-1"", ""it-N""]"
Furjo,"[""de-1"", ""en-3"", ""fr-3"", ""it-N""]"
GAL13,"[""ru-1"", ""en-3"", ""fr-2"", ""it-N"", ""nap-1""]"
Gabriele Lo Piccolo (BEIC),"[""it-N"", ""en-3"", ""es-1"", ""fr-1""]"
Gabriele Sigismondi,"[""it-N"", ""lmo-N"", ""en-2"", ""es-1"", ""fr-1""]"
GabryBarbe,"[""en-3"", ""fr-2"", ""it-N"", ""pms-N""]"
Galessandroni,"[""it-N"", ""pt-1"", ""en-3"", ""es-1""]"
Galà,"[""de-2"", ""en-3"", ""fr-4"", ""it-N"", ""lmo-N"", ""da-1""]"
Gambo7,"[""de-2"", ""en-3"", ""it-N"", ""lld-1""]"
GashomyWiki95,"[""en-N"", ""fr-3"", ""it-2"", ""de-2""]"
Gattino1313,"[""es-1"", ""fr-2"", ""it-N"", ""en-5""]"
Gb89.2,"[""en-4"", ""es-2"", ""fr-0"", ""it-N"", ""da-0"", ""lmo-N"", ""de-0""]"
Gbr 101,"[""la-1"", ""de-0"", ""scn-3"", ""en-3"", ""es-1"", ""fr-1"", ""it-N""]"
Gce,"[""it-N"", ""ar-0"", ""ja-0"", ""de-0"", ""ru-0"", ""en-2"", ""scn-4"", ""es-1"", ""tr-0"", ""fr-1""]"
GeneralMind,"[""it-N"", ""en-3"", ""es-2"", ""fr-2""]"
Generale Lee,"[""en-2"", ""fr-1"", ""it-N""]"
GeneraleAutunno,"[""it-N"", ""de-2"", ""en-3"", ""fr-2""]"
GesuitaVolante,"[""vec-2"", ""es-2"", ""fr-1"", ""it-N"", ""pms-2"", ""scn-3"", ""en-4""]"
Giacomo Lanza,"[""en-3"", ""es-2"", ""fr-3"", ""it-N"", ""de-3""]"
Giaff25,"[""pl-0"", ""en-4"", ""ru-0"", ""es-N"", ""sv-1"", ""fr-2"", ""war-0"", ""it-N"", ""ceb-0"", ""nl-0"", ""de-2""]"
GianCAD,"[""it-N"", ""en-3""]"
Gianfranco,"[""sc-N"", ""en-3"", ""es-1"", ""fr-3"", ""it-N"", ""la-1""]"
Giavit97,"[""en-2"", ""it-N""]"
Gimadacon,"[""fr-1"", ""it-N"", ""pms-N"", ""en-2"", ""es-1""]"
Gimmy dd,"[""de-1"", ""en-4"", ""it-N"", ""ja-1"", ""sc-2""]"
GioMatita,"[""en-3"", ""es-1"", ""it-N"", ""la-2""]"
Gioggio 02,"[""la-2"", ""pms-1"", ""en-3"", ""es-2"", ""fr-1"", ""it-N""]"
Giona LoRe,"[""fr-1"", ""it-N"", ""en-N""]"
Giorossetti,"[""it-N"", ""pt-1"", ""en-3"", ""es-4""]"
Giov.c,"[""it-N"", ""en-2""]"
GiovanniPen,"[""scn-4"", ""en-3"", ""fr-1"", ""it-N"", ""la-2""]"
Giu Pepis,"[""it-N"", ""en-2""]"
Giulia Soga,"[""en-3"", ""es-2"", ""it-N""]"
GiuliaExpuedo,"[""it-N"", ""en-2""]"
Giuseppe Masino,"[""en-3"", ""fr-0"", ""it-N""]"
Giuseppe Ruotolo 17,"[""it-N""]"
Goemon,"[""la-2"", ""de-1"", ""en-3"", ""es-1"", ""it-N""]"
Gollum1983,"[""en-3"", ""it-N""]"
GregoryCon,"[""en-3"", ""it-N"", ""sv-1""]"
Grintescu,"[""eo-1"", ""scn-1"", ""ca-2"", ""rm-1"", ""la-2"", ""es-3"", ""wa-2"", ""co-1"", ""ro-N"", ""lad-2"", ""fr-4"", ""de-3"", ""ru-1"", ""nap-1"", ""fur-1"", ""el-1"", ""an-1"", ""oc-1"", ""hu-1"", ""en-3"", ""sc-1"", ""ast-2"", ""pt-2"", ""it-3""]"
Griot Matteo,"[""it-N""]"
Grizel,"[""nl-2"", ""en-3"", ""it-N""]"
Gtoffoletto,"[""en-4"", ""fr-2"", ""it-N""]"
Gubernatulum,"[""en-2"", ""it-N""]"
Gusma95,"[""en-2"", ""it-N""]"
H2o,"[""en-1"", ""it-N""]"
HT,"[""en-3"", ""it-N""]"
Hagenbeck,"[""en-3"", ""fr-3"", ""it-N""]"
Hakikilemonya,"[""it-2"", ""tr-N"", ""en-3"", ""fr-2""]"
Hari Seldon92,"[""nl-2"", ""vec-N"", ""zh-1"", ""de-2"", ""en-3"", ""it-N""]"
HartemLijn,"[""la-2"", ""eml-1"", ""en-4"", ""fr-1"", ""it-N""]"
Harukanaru,"[""pt-2""]"
HeavyAngel95,"[""fr-2"", ""it-N"", ""ca-1"", ""ja-0"", ""de-1"", ""la-2"", ""en-3"", ""nap-N"", ""es-2"", ""ru-0""]"
Heisenberg1105,"[""en-3"", ""es-1"", ""fr-1"", ""it-N""]"
Hgav,"[""fr-2"", ""ro-1"", ""no-1"", ""de-2"", ""lad-3"", ""sv-1"", ""he-1"", ""ru-2"", ""en-3"", ""lt-1"", ""tr-1"", ""bg-1"", ""hr-1"", ""sk-1"", ""eo-0"", ""lv-1"", ""uk-1"", ""ca-2"", ""hu-1"", ""sl-1"", ""es-3"", ""pl-1"", ""nl-1"", ""vec-N"", ""cs-1"", ""it-N"", ""sq-1"", ""fi-1"", ""pt-1"", ""nn-1"", ""da-2"", ""la-1"", ""sr-1""]"
Holapaco77,"[""eml-N"", ""la-1"", ""en-3"", ""lld-0"", ""es-3"", ""vec-1"", ""fr-1"", ""it-N""]"
HoloTaco,"[""en-2"", ""it-N"", ""lij-1""]"
Horcrux,"[""es-1"", ""fr-1"", ""it-N"", ""la-1"", ""en-3""]"
Hyeronimus,"[""it-N"", ""la-1"", ""de-1"", ""en-2"", ""es-1""]"
IDany97,"[""en-2"", ""fr-1"", ""it-N"", ""sc-3""]"
Iannigb,"[""it-N"", ""la-1"", ""de-1"", ""en-3"", ""fr-2""]"
Icedevis,"[""en-2"", ""es-2"", ""fr-3"", ""it-N""]"
Iconauta,"[""en-3"", ""fr-5"", ""it-N""]"
Id marzo,"[""vec-N"", ""en-3"", ""eo-2"", ""fr-1"", ""it-N""]"
IlPoncio,"[""en-3"", ""es-2"", ""it-N"", ""la-1"", ""lmo-1""]"
IlRagnoSulTuoLetto,"[""en-3"", ""es-2"", ""it-N"", ""ru-1""]"
Ilario,"[""fr-3"", ""it-N"", ""la-2"", ""de-2"", ""pt-1"", ""en-3"", ""es-1""]"
