username,language_used,language_level
מיכאל.צבאן,tmr,2
מיכאל.צבאן,he,N
מיכאל.צבאן,es,1
מיכאל.צבאן,en,3
מקף,en,3
מקף,he,N
נדב ס,es,1
נדב ס,zh,1
נדב ס,eo,2
נדב ס,en,5
נדב ס,he,N
סיון ל,he,N
סיון ל,ar,3
סיון ל,en,4
סיון ל,fa,3
סיון ל,fr,2
סיון ל,ur,2
סיון ל,ae,2
סיון ל,tr,1
עמד,tmr,3
עמד,he,N
עמד,en,1
רונאלדיניו המלך,ar,1
רונאלדיניו המלך,he,N
רונאלדיניו המלך,en,5
תום רגב,en,3
תום רגב,he,N
תום רגב,ru,2
