username,language_used,language_level
Dmitri Lytov,mk,1
Dmitri Lytov,eo,3
Dmitri Lytov,bg,1
Dmitri Lytov,sv,1
Dmitri Lytov,nl,2
Dmitri Lytov,es,1
Dmitri Lytov,cs,1
Dmitri Lytov,uk,N
Dmitri Lytov,no,1
Dmitri Lytov,fr,1
Dmitri Lytov,da,1
Dmitri Lytov,pl,1
Dmitri Lytov,hr,1
Dmitri Lytov,de,3
Dmitri Lytov,ru,N
Dmitri Lytov,sk,1
Dmitri Lytov,it,1
Dmitri Lytov,en,3
Dreamy Jazz,en,N
Dreamy Jazz,no,2
Drenicaki,sq,2
Drenicaki,sr,0
Drenicaki,da,2
Drenicaki,sv,2
Drenicaki,de,1
Drenicaki,en,4
Drenicaki,no,N
Ectoras,nb,N
Ectoras,nn,1
Ectoras,de,2
Ectoras,en,4
Ectoras,es,1
EdoAug,da,2
EdoAug,de,1
EdoAug,en,N
EdoAug,nn,2
EdoAug,no,N
EdoAug,sv,2
Eisfbnore,es,1
Eisfbnore,nl,2
Eisfbnore,fr,2
Eisfbnore,no,N
Eisfbnore,ga,1
Eisfbnore,af,1
Eisfbnore,pt,1
Eisfbnore,it,2
Eisfbnore,de,2
Eisfbnore,sv,1
Eisfbnore,ja,1
Eisfbnore,en,4
Eisfbnore,la,2
Elda-Sondre,no,N
Elda-Sondre,de,2
Elda-Sondre,en,3
Elda-Sondre,ja,1
Erik den yngre,nn,N
Erik den yngre,no,N
Erik den yngre,de,2
Erik den yngre,en,5
Evenmu,nn,4
Evenmu,da,2
Evenmu,no,N
Evenmu,de,1
Evenmu,sv,2
Evenmu,en,3
Evenmu,fr,3
Evenmu,it,1
Event,no,N
Event,en,3
Event,ru,0
Event,es,2
Event,sv,2
Event,fr,1
Event,it,1
Event,da,2
Event,nn,3
Event,de,2
F.bendik,en,4
F.bendik,no,N
Ferale,no,N
Ferale,sv,2
Ferale,da,2
Ferale,en,4
Flod logic,da,2
Flod logic,sv,2
Flod logic,de,1
Flod logic,en,N
Flod logic,es,1
Flod logic,fr,1
Flod logic,no,3
Flums,da,1
Flums,en,2
Flums,nn,2
Flums,no,N
Flums,sv,1
Frankemann,en,2
Frankemann,no,N
FredrikLindseth,no,N
FredrikLindseth,en,3
Geanixx,nn,2
Geanixx,no,N
Geanixx,ru,1
Geanixx,de,1
Geanixx,en,4
H@r@ld,de,2
H@r@ld,sv,2
H@r@ld,en,3
H@r@ld,zh,1
H@r@ld,es,1
H@r@ld,fr,1
H@r@ld,it,1
H@r@ld,da,2
H@r@ld,no,N
Haavis,nn,3
Haavis,no,4
Haavis,de,1
Haavis,en,3
Harald Hansen,en,3
Harald Hansen,lv,1
Harald Hansen,no,N
Harald Hansen,sv,2
Harald Hansen,da,2
Hebue,nn,3
Hebue,no,N
Hebue,de,1
Hebue,en,3
Helt,nn,3
Helt,no,N
Helt,sv,1
Helt,da,1
Helt,en,4
Hjarteblendar,no,N
Hjarteblendar,da,1
Hjarteblendar,de,1
Hjarteblendar,en,3
Hjarteblendar,nn,N
Hubba,sv,4
Hubba,da,1
Hubba,de,1
Hubba,en,3
Hubba,nn,2
Hubba,no,N
IdaScott,da,2
IdaScott,sv,2
IdaScott,de,1
IdaScott,en,3
IdaScott,is,1
IdaScott,nn,3
IdaScott,no,N
Jjensen,de,2
Jjensen,no,N
Jjensen,el,1
Jjensen,en-GB,4
Jjensen,he,1
Jjensen,la,1
Jjensen,da,3
Jjensen,nn,2
Johshh,en,2
Johshh,nn,3
Johshh,no,N
Johshh,se,1
Jon Harald Søby,nn,3
Jon Harald Søby,de,2
Jon Harald Søby,ro,1
Jon Harald Søby,en,4
Jon Harald Søby,se,1
Jon Harald Søby,eo,1
Jon Harald Søby,sv,3
Jon Harald Søby,es,1
Jon Harald Søby,sw,2
Jon Harald Søby,nb,N
Jon Harald Søby,da,2
JonHaaka,en,3
JonHaaka,no,N
JonHaaka,sv,2
JonasTisell,de,1
JonasTisell,en,3
JonasTisell,no,N
Jpfagerback,nn,2
Jpfagerback,no,N
Jpfagerback,sv,2
Jpfagerback,da,2
Jpfagerback,de,1
Jpfagerback,en,3
Jærv,sv,2
Jærv,fr,1
Jærv,is,1
Jærv,nb,N
Jærv,da,2
Jærv,nl,3
Jærv,de,0
Jærv,nn,3
Jærv,en,3
Kaffedrikkendepinscher,en,4
Kaffedrikkendepinscher,fr,N
Kaffedrikkendepinscher,no,3
Kaffedrikkendepinscher,de,1
Kakebiten,en,4
Kakebiten,nb,N
Kakebiten,nn,4
Kakebiten,ru,1
Kakebiten,da,2
Kakebiten,sv,3
Kakebiten,de,3
Kimsaka,en,1
Kimsaka,nn,1
Kimsaka,no,N
Kimsaka,sv,1
Kimsaka,da,1
Kjersti Lie,it,0
Kjersti Lie,nb,N
Kjersti Lie,da,2
Kjersti Lie,sv,2
Kjersti Lie,de,1
Kjersti Lie,en,2
Kjersti Lie,fr,1
Kjstensland dy,en,3
Kjstensland dy,nb,N
Kjstensland dy,da,1
Kjstensland dy,de,1
Krg,en,3
Krg,nb,N
Krg,de,1
Kristoffer hh,de,2
Kristoffer hh,en,3
Kristoffer hh,nn,3
Kristoffer hh,no,N
KristofferAG,en,3
KristofferAG,fr,1
KristofferAG,nn,2
KristofferAG,no,N
KristofferAG,sv,1
KristofferAG,da,1
L0stm3xican,en,N
L0stm3xican,nb,N
L0stm3xican,nn,N
L0stm3xican,sv,2
L0stm3xican,da,2
Lillingen,nn,3
Lillingen,no,N
Lillingen,ru,1
Lillingen,da,3
Lillingen,sv,2
Lillingen,de,1
Lillingen,en,3
Magnefl,en,2
Magnefl,es,1
Magnefl,nn,2
Magnefl,no,N
Magnefl,da,2
Magnefl,pt,1
Magnefl,de,1
Magnefl,sv,2
Marcuslasa,nb,N
Migrant,nn,1
Migrant,de,1
Migrant,en,2
Migrant,nb,N
Morten7an,is,3
Morten7an,nn,2
Morten7an,no,N
Morten7an,da,2
Morten7an,sv,2
Morten7an,en,3
Morten7an,fr,1
Mr Democracy,no,N
Mr Democracy,en,3
Mycomp,en,3
Mycomp,no,2
Nish,da,1
Nish,sv,1
Nish,de,1
Nish,en,2
Nish,fr,1
Nish,nn,2
Nish,no,N
Nsaa,nb,N
Nsaa,sv,1
Nsaa,da,2
Nsaa,de,1
Nsaa,en,2
Orland,fr,1
Orland,no,N
Orland,sma,1
Orland,en,3
Oysteinw,nn,2
Oysteinw,no,N
Oysteinw,sv,1
Oysteinw,da,1
Oysteinw,de,1
Oysteinw,en,2
PatrickSle,en,3
PatrickSle,fr,2
PatrickSle,nb,N
PatrickSle,nn,3
Pdstud1975,en,3
Pdstud1975,nn,4
Pdstud1975,no,N
Pmathisen,en,4
Pmathisen,nb,N
Refleksnes,de,1
Refleksnes,en,3
Refleksnes,fr,0
Refleksnes,nn,2
Refleksnes,no,N
SOA,de,2
SOA,en,3
SOA,nn,3
SOA,no,3
Semikolon,nn,N
Semikolon,sv,1
Semikolon,da,1
Semikolon,de,1
Semikolon,en,3
Semikolon,nb,N
Simny,nn,4
Simny,no,N
Simny,sv,1
Simny,da,1
Simny,en,4
Simny,fr,3
Skoen,de,1
Skoen,en,3
Skoen,nb,N
Skoen,nn,4
Skoen,sv,1
Skoen,da,1
Spetling,en,4
Spetling,nb,N
Spetling,pl,0
Stigmj,pt,3
Stigmj,sv,2
Stigmj,da,2
Stigmj,en,3
Stigmj,nn,1
Stigmj,no,N
Stikkontakt,no,N
Stoolah,en,3
Stoolah,mt,1
Stoolah,nb,N
Stoolah,nn,2
Stoolah,sv,2
Stoolah,da,3
Store Stygge Ulven,es,1
Store Stygge Ulven,nn,N
Store Stygge Ulven,no,N
Store Stygge Ulven,de,2
Store Stygge Ulven,en,4
T-Bjørn,en,2
T-Bjørn,nn,2
T-Bjørn,no,N
Tarre10,fr,0
Tarre10,nn,N
Tarre10,no,N
Tarre10,en,4
Telaneo,zh,0
Telaneo,la,0
Telaneo,eo,1
Telaneo,nb,N
Telaneo,fr,0
Telaneo,bo,0
Telaneo,pl,0
Telaneo,hy,0
Telaneo,bxr,0
Telaneo,ru,2
Telaneo,ja,0
Telaneo,de,1
Telaneo,uk,1
Telaneo,ko,0
Telaneo,en,N
Teodor605,da,3
Teodor605,pt,1
Teodor605,ja,1
Teodor605,de,2
Teodor605,sv,3
Teodor605,la,1
Teodor605,en,4
Teodor605,zh,0
Teodor605,nl,1
Teodor605,es,2
Teodor605,nn,N
Teodor605,fr,2
Teodor605,no,N
Teodor605,it,1
Theilert,fr,1
Theilert,nn,3
Theilert,no,N
Theilert,da,2
Theilert,sv,3
Theilert,en,4
Theilert,es,1
Tinymonty,en,4
Tinymonty,nb,N
Tinymonty,nn,N
Tinymonty,sv,3
Tinymonty,da,2
Tob c,en,4
Tob c,sv,3
Tob c,eo,1
Tob c,fo,3
Tob c,is,1
Tob c,da,3
Tob c,nb,N
Tob c,de,2
Tob c,nn,N
Togr,de,1
Togr,en,3
Togr,nn,2
Togr,no,N
TommyG,en,3
TommyG,nb,N
TommyG,pt,1
TorKr,nn,3
TorKr,no,4
Toreau,de,1
Toreau,en,3
Toreau,nb,N
Toreau,nn,3
Trygve W Nodeland,fr,1
Trygve W Nodeland,no,N
Trygve W Nodeland,de,2
Trygve W Nodeland,en,2
Vidariv,sv,2
Vidariv,da,2
Vidariv,en,2
Vidariv,no,N
Vita in motu,en,1
Vita in motu,no,N
Walik,no,2
Walik,ru,N
Walik,uk,N
Walik,en,3
Wikijens,nb,N
Wikijens,nn,1
Wikijens,da,3
Wikijens,de,3
Wikijens,el,3
Wikijens,en,3
